"GreenPatches","K","TotalBM","k.i","Payoffs","beta.i","Loggers","highMinCut","lowMinCut","loggers30Periods","highMC30Periods","lowMC30Periods","highLowMC30Periods"
"1165","9.31","12759","8.04","6.84","0.51694948536694","100","36","60","73","32","41","73"
"1153","9.31","12829.5","8.04","0.59","0.51497198443356","100","36","60","73","32","41","73"
"1129","9.31","12636.5","8.1","1.845","0.51265090896117","100","37","60","73","32","41","73"
"1134","9.31","12397.5","8.22","2.855","0.51801875736283","100","37","59","73","32","41","73"
"1130","9.31","12054","8.09","4.3","0.51021334495473","100","36","60","74","33","41","74"
"1136","9.31","11934.5","8.19","3.695","0.51755869428976","100","36","59","75","33","42","75"
"1127","9.31","11903.5","8.23","3.36","0.52185727069553","100","37","59","75","33","42","75"
"1107","9.31","11917.5","8.4","1.485","0.52343343010888","100","38","58","76","34","42","76"
"1107","9.31","11937.5","8.58","1.095","0.52880127851054","100","39","57","76","34","42","76"
"1096","9.31","11716","8.63","2.405","0.5330998549163","100","39","57","75","34","41","75"
"1109","9.31","11523.5","8.61","2.855","0.53116917832732","100","39","57","74","33","41","74"
"1096","9.31","11452","8.69","2.26","0.53116917832732","100","39","56","74","34","40","74"
"1094","9.31","11475","8.79","1.78","0.53467601432966","100","39","55","73","34","39","73"
"1105","9.31","11400","8.69","3.4","0.53660669091865","100","38","55","73","34","39","73"
"1095","9.31","11462.5","8.67","0.395","0.53073195509953","100","38","56","74","34","40","74"
"1104","9.31","11404","8.71","1.795","0.52536410669787","100","39","57","75","35","40","75"
"1126","9.31","11543","8.75","0.965","0.52106553029211","100","40","57","76","35","41","76"
"1121","9.31","11659.5","8.83","1.45","0.52643337869377","100","41","56","76","35","41","76"
"1120","9.31","11670","8.93","2.275","0.52800953810712","100","41","55","76","35","41","76"
"1084","9.31","11424.5","9.1","3.395","0.53337738650878","100","42","54","75","35","40","75"
"1054","9.31","11220.5","9.1","1.695","0.53337738650878","100","42","54","75","35","40","75"
"1035","9.31","10709","9.24","3.82","0.53337738650878","100","42","54","76","36","40","76"
"1014","9.31","10613.5","9.06","-1.81","0.53102716390511","100","41","55","76","36","40","76"
"1022","9.31","10438","8.99","-0.635","0.52945100449175","100","41","56","77","36","41","77"
"1004","9.31","10056.5","9.75","0.75","0.52945100449175","100","43","44","78","36","33","69"
"1030","9.31","9957","9.71","0.15","0.52945100449175","100","43","45","78","36","34","70"
"1046","9.31","10051.5","9.73","-0.195","0.53481885289341","100","43","45","78","36","34","70"
"1046","9.31","10054.5","9.57","2.085","0.53052027648765","100","43","48","78","36","37","73"
"1037","9.31","10201","9.52","1.075","0.52854277555428","100","44","50","77","36","36","72"
"1059","9.31","10367.5","9.5","0.02","0.5382092003617","100","44","51","78","37","37","74"
"1053","9.31","10580.5","9.5","-1.165","0.5382092003617","100","44","51","78","37","37","74"
"1010","9.31","10286","10.02","2.575","0.53470236435936","100","43","40","77","36","31","67"
"1032","9.31","10350.5","9.79","-1.12","0.53235214175568","100","42","43","76","35","33","68"
"1015","9.31","10339.5","9.73","-1.07","0.53432964268906","100","43","45","76","35","34","69"
"1019","9.31","10295","9.59","-0.575","0.53969749109072","100","43","47","76","36","35","71"
"997","9.31","9878.5","10.25","2.95","0.54320432709306","100","43","36","76","36","26","62"
"1005","9.31","9916","11.18","-2.145","0.53969749109072","100","42","26","77","37","17","54"
"1022","9.31","9799.5","10.78","0.44","0.54204771369439","100","42","31","76","37","21","58"
"1027","9.31","9831","10.32","0.145","0.53943526038893","100","43","37","75","36","26","62"
"1035","9.31","10086.5","9.81","-1.775","0.53943526038893","100","42","40","74","35","29","64"
"1033","9.31","10213","9.73","-0.095","0.54101141980228","100","42","44","73","35","31","66"
"1046","9.31","10058.5","9.81","2.21","0.54258757921564","100","43","45","73","36","32","68"
"1084","9.31","10611","9.3","-2.715","0.54451825580463","100","42","51","72","35","35","70"
"1075","9.31","10510.5","9.14","4.33","0.54258757921564","100","41","51","71","34","35","69"
"1094","9.31","11026","9.24","-1.315","0.54451825580463","100","42","53","72","35","37","72"
"1102","9.31","11379.5","9.28","-0.635","0.55418468061205","100","42","52","72","35","37","72"
"1156","9.31","11916","9.36","-1.53","0.55418468061205","100","42","52","72","35","37","72"
"1158","9.31","12328","9.25","0.43","0.54881683221039","100","41","53","72","34","38","72"
"1166","9.31","12667.5","9.28","-0.335","0.55314455574744","100","41","53","73","35","38","73"
"1160","9.31","12578","9.34","4.405","0.55314455574744","100","41","53","72","35","37","72"
"1201","9.31","12578","9.25","4.295","0.54777670734578","100","41","54","72","35","37","72"
"1223","9.31","12914.5","9.14","2.85","0.54620054793242","100","42","55","73","35","38","73"
"1232","9.31","13580","8.95","0.43","0.54269371193008","100","41","55","73","34","39","73"
"1203","9.31","13814","8.95","1.22","0.53839513552432","100","41","55","74","34","40","74"
"1218","9.31","13889.5","8.82","1.8","0.53302728712266","100","40","56","74","33","41","74"
"1221","9.31","13774.5","8.88","3.43","0.53839513552432","100","40","55","74","33","41","74"
"1236","9.31","13726","8.94","2.335","0.53839513552432","100","40","55","74","33","41","74"
"1202","9.31","13591.5","8.78","3.705","0.536534123125","100","40","56","74","33","41","74"
"1201","9.31","13316","8.86","5.485","0.536534123125","100","40","55","73","33","40","73"
"1227","9.31","13392","8.74","3.48","0.53495796371164","100","40","56","72","32","40","72"
"1263","9.31","13746","9.04","3.19","0.53846479971399","100","42","56","72","33","39","72"
"1300","9.31","14277","8.88","2.525","0.52879837490656","100","41","56","72","32","40","72"
"1274","9.31","14442.5","8.8","5.45","0.53072905149555","100","41","57","72","31","41","72"
"1272","9.31","14669.5","8.76","3.735","0.52879837490656","100","41","57","73","31","42","73"
"1249","9.31","14489.5","8.76","6.44","0.5244997985008","100","41","57","73","31","42","73"
"1247","9.31","14159","8.93","6.505","0.52607595791416","100","41","55","73","32","41","73"
"1247","9.31","13916.5","8.93","6.49","0.53195069373327","100","41","55","74","33","41","74"
"1246","9.31","13766.5","9","6.575","0.53388137032226","100","41","55","75","33","42","75"
"1229","9.31","13873.5","9.01","4.615","0.53689899612025","100","41","56","75","33","42","75"
"1185","9.31","13430","9.04","6.91","0.53492149518688","100","41","55","75","33","42","75"
"1154","9.31","12778.5","9.1","7.805","0.53649765460023","100","42","55","76","34","42","76"
"1147","9.31","12523.5","8.9","4.235","0.53348002880224","100","41","56","75","33","42","75"
"1135","9.31","12313","9","3.695","0.53348002880224","100","41","54","75","33","42","75"
"1095","9.31","12242","9.03","0.75","0.52918145239648","100","41","54","75","34","41","75"
"1096","9.31","11795","9.06","4.335","0.52732043999716","100","40","53","74","33","41","74"
"1065","9.31","11399.5","9.18","2.43","0.53268828839882","100","41","53","74","34","40","74"
"1062","9.31","11220","9.43","0.51","0.54235471320625","100","42","53","74","35","39","74"
"1109","9.31","11351.5","9.54","-0.465","0.54586154920859","100","42","52","74","35","39","74"
"1120","9.31","11395.5","9.51","1.8","0.54206986022029","100","42","52","75","35","40","75"
"1120","9.31","11567.5","9.73","2.24","0.54206986022029","100","43","50","75","36","39","75"
"1137","9.31","11726","9.76","2.885","0.54206986022029","100","43","50","74","36","38","74"
"1148","9.31","11992","9.88","1.35","0.54206986022029","100","44","50","74","36","38","74"
"1175","9.31","12298.5","10.06","2.42","0.54743770862195","100","44","49","74","36","38","74"
"1192","9.31","12678","10.09","1.42","0.54743770862195","100","45","49","74","36","38","74"
"1162","9.31","12551.5","9.97","5.205","0.54206986022029","100","44","50","74","35","39","74"
"1164","9.31","12732.5","10.25","1.025","0.54557669622263","100","46","49","74","35","39","74"
"1188","9.31","12785","10.06","3.545","0.53777128381452","100","46","50","73","34","39","73"
"1173","9.31","12908.5","10.19","1.435","0.54206986022029","100","47","50","74","34","40","74"
"1186","9.31","12837.5","10.24","4.59","0.54442008282396","100","47","49","74","35","39","74"
"1194","9.31","12755","10.15","4.87","0.5428439234106","100","47","50","74","34","40","74"
"1175","9.31","12875","10.18","3.07","0.55018927274564","100","47","50","73","34","39","73"
"1152","9.31","12862","10.06","3.055","0.54668243674329","100","46","51","73","34","39","73"
"1159","9.31","12631","9.89","4.625","0.54131458834163","100","45","51","72","33","39","72"
"1164","9.31","12293","9.89","5.85","0.54482142434398","100","45","51","71","33","38","71"
"1192","9.31","12645.5","9.93","0.29","0.54366481094531","100","45","50","71","33","38","71"
"1213","9.31","12991","9.78","2","0.5358593985372","100","45","51","71","32","39","71"
"1179","9.31","12865.5","9.8","6.255","0.5358593985372","100","45","51","71","33","38","71"
"1186","9.31","13045","9.74","2.34","0.53399838613788","100","45","51","71","33","38","71"
"1186","9.31","12667","9.86","7.895","0.53557454555124","100","45","50","72","34","38","72"
"1160","9.31","12752","10.02","2.35","0.53359704461786","100","45","50","72","35","37","72"
"1153","9.31","12695","10.09","3.075","0.53009020861552","100","46","51","73","35","38","73"
"1129","9.31","12541.5","9.91","2.425","0.53009020861552","100","45","52","73","35","38","73"
"1119","9.31","12108.5","9.7","4.96","0.52042378380809","100","44","53","73","35","38","73"
"1120","9.31","12025.5","9.79","2.005","0.52579163220975","100","44","52","73","36","37","73"
"1141","9.31","12274.5","9.84","-0.76","0.53009020861552","100","45","52","73","36","37","73"
"1174","9.31","12368","9.72","2.56","0.5246058716798","100","45","53","74","37","37","74"
"1208","9.31","12489.5","9.57","3.605","0.51923802327814","100","44","54","74","37","37","74"
"1221","9.31","12945.5","9.48","1.665","0.51387017487648","100","45","54","75","38","37","75"
"1213","9.31","13211.5","9.27","3.81","0.50652482554144","100","44","55","74","37","37","74"
"1209","9.31","13366.5","9.06","3.51","0.50494866612809","100","43","56","74","37","37","74"
"1184","9.31","13175","9.13","5.065","0.50297116519471","100","43","56","74","37","37","74"
"1181","9.31","12850.5","9.13","5.53","0.50833901359637","100","43","56","75","37","38","75"
"1166","9.31","12698","9.13","4.94","0.50404043719061","100","43","56","75","37","38","75"
"1183","9.31","12892","8.98","1.2","0.49867258878895","100","42","56","75","37","38","75"
"1190","9.31","12737.5","8.8","4.86","0.4970964293756","100","41","57","75","36","39","75"
"1227","9.31","12993","8.89","2.74","0.50246427777725","100","41","56","74","36","38","74"
"1243","9.31","13512","9.04","1.45","0.50481450038093","100","42","55","74","37","37","74"
"1245","9.31","13672.5","9.11","5.6","0.50481450038093","100","42","55","74","37","37","74"
"1235","9.31","13905","9.19","3.975","0.50481450038093","100","42","55","73","37","36","73"
"1202","9.31","13697.5","9.24","5.05","0.50051592397516","100","42","55","74","38","36","74"
"1212","9.31","13352.5","9.27","6.895","0.50588377237682","100","42","54","75","38","37","75"
"1200","9.31","13006","9.27","7.525","0.50588377237682","100","42","54","75","39","36","75"
"1234","9.31","13266","9.32","2.785","0.50588377237682","100","42","54","76","39","37","76"
"1212","9.31","13485.5","9.33","2.81","0.50588377237682","100","42","54","75","39","36","75"
"1201","9.31","13307","9.18","6.54","0.50430761296347","100","42","55","74","38","36","74"
"1218","9.31","13373","9.01","3.9","0.50273145355011","100","41","56","74","38","36","74"
"1178","9.31","13306","8.95","3.7","0.49893976456181","100","41","56","74","37","37","74"
"1156","9.31","13035.5","9.01","4.865","0.50442410149753","100","42","56","74","37","37","74"
"1139","9.31","12755","9.02","3.33","0.51222951390563","100","42","56","74","37","37","74"
"1123","9.31","12290","8.88","4.065","0.51222951390563","100","41","55","74","37","37","74"
"1129","9.31","11875.5","8.75","6.075","0.51300357709595","100","40","55","73","36","37","73"
"1110","9.31","11680","8.78","4.695","0.50921188810764","100","40","55","73","35","38","73"
"1103","9.31","11604","8.6","2.775","0.49954546330022","100","39","56","73","35","38","73"
"1082","9.31","11391","8.51","3.4","0.49761478671123","100","39","57","72","34","38","72"
"1085","9.31","11092.5","8.43","4.09","0.49761478671123","100","38","56","71","33","38","71"
"1063","9.31","10961.5","8.39","2.055","0.49877140010991","100","37","56","70","32","38","70"
"1038","9.31","10769","8.57","2.035","0.50034755952326","100","39","55","70","32","38","70"
"1030","9.31","10510","8.71","2.08","0.50034755952326","100","39","55","70","32","38","70"
"1022","9.31","10167","8.69","3.025","0.50220857192258","100","38","54","70","31","39","70"
"1035","9.31","9979","8.82","2.345","0.50757642032424","100","38","53","70","31","39","70"
"990","9.31","9686","9.35","3.14","0.51108325632658","100","38","44","70","31","35","66"
"967","9.31","9593.5","9.84","-0.11","0.50520852050746","100","39","38","71","31","31","62"
"971","9.31","9505","10.32","-0.925","0.50678467992082","100","40","33","71","32","26","58"
"968","9.31","9197.5","11.14","0.295","0.50678467992082","100","40","25","70","32","19","51"
"973","9.31","9123","11.91","-0.335","0.50248610351505","100","41","21","70","32","16","48"
"951","9.31","9089.5","12.27","-1.19","0.49897926751271","100","42","20","70","32","15","47"
"938","9.31","9120.5","12.86","-3.205","0.49897926751271","100","43","20","71","34","14","48"
"937","9.31","8984","13.34","-2.715","0.50864569232013","100","47","20","72","36","14","50"
"987","9.31","9224","13.99","-4.335","0.50434711591437","100","49","20","73","38","14","52"
"1008","9.31","9532.5","14.36","-3.455","0.50277095650101","100","51","19","74","40","14","54"
"1029","9.31","9844","13.8","-1.835","0.49740310809935","100","51","21","74","39","16","55"
"1006","9.31","9907","14.16","-0.115","0.50095676844608","100","53","20","74","42","15","57"
"1018","9.31","10159.5","13.62","-2.24","0.49665819204032","100","53","22","73","41","16","57"
"1047","9.31","10293.5","13.31","-0.015","0.49823435145368","100","51","21","74","38","17","55"
"1050","9.31","10499","12.97","-0.525","0.49746028826336","100","50","22","73","37","17","54"
"1053","9.31","10490.5","12.48","1.235","0.49939096485235","100","46","24","73","33","18","51"
"1067","9.31","10752.5","12.19","-1.06","0.5009671242657","100","45","26","73","32","20","52"
"1098","9.31","10985.5","11.87","0.43","0.50282813666502","100","44","29","73","32","22","54"
"1081","9.31","11271.5","11.4","-0.695","0.50947693567445","100","43","31","74","32","24","56"
"1107","9.31","11495.5","11.24","0.34","0.50832032227578","100","44","33","75","33","26","59"
"1078","9.31","11289.5","10.83","3.39","0.50051490986767","100","44","34","75","33","26","59"
"1116","9.31","11352","10.59","1.91","0.49865389746836","100","43","34","75","33","27","60"
"1117","9.31","11493","10.63","1.84","0.50413823440408","100","44","36","75","34","27","61"
"1125","9.31","11456.5","10.36","3.08","0.50034654541577","100","43","38","75","33","31","64"
